,Text-based search,Browsing + Categorisation,Context-specific suggestions,Components,Composites,Process composition,Data composition,Automatic UI generation,Webpage composition,Widget composition,Visual UI composition,Textual UI composition,Testing,Debugging,Code generation,Interpretation,Compilation,Spreadsheet,Dialog/form,WYSIWYG,PbD,Drag & drop,Sharing components,Textual DSL,Full language,Forum,Wiki,Public,Private,PbEM,Blackboard,Icon,Textual,Flow diagram component,Explicit control flow,Implicit control flow,Wires,Non-wire graphics,Visual DSL,Flow diagram,Form,Page flow,High,Average,Low,Layman,Domain expert,Technical expert,Advanced user,Consumer/Individual,Enterprise/Organisation,Plain list,Rate component,Composite num downloads,Generic,Context-specific,Domain-specific,Specialised,Mobile,Desktop,Web,Incompatibility prompts,Suggestions,Help,User goal/requirement mapping,VCS,Screencasts,API/component documentation,Tutorials,Discussion forums,Composite ratings,Examples,Level 1,Level 2,Level 3,Level 4,SOAP,REST,RSS,ATOM,Widget,Scraping/DOM,JSON,XML,WSDL,WADL,Triggers,Actions,Filters,Branches,Loops,Tool-level,Composition level,Full automation,Semi-automation,No automation,Service layer,Application layer,Presentation layer,Review composite,Sharing composites,Data flow present,Application,Plug-in,Platform,Webpage/webapp,Component repository,Composite repository,Ad hoc,Fixed,Centralised,Decentralised,Spreadsheet representation,WYSIWYG representation,Textual DSL representation,Full language representation,Explicit data flow,Implicit data flow,Visual DSL representation,Export,Mobile context,Desktop context,Web context,JSON message format,XML message format,Composite description,Composite name,Composite num uses,Composite age,Composite num SNS shares,Upload/Publish composite,Copy composite,Export composite,Rename composite,Save composite,Rate composite,Delete composite,Turn on/off composite,Acquire composite,Set/Edit composite parameters,Share composite on SNS,Edit composite,Execute composite,Activate component,Set/Edit component parameters,Use in composition,Tool documentation,Single composite I&Os,Multiple atomic I&Os,Component names,Assign tags to composite,Component type,Browse + filter/search,Browse list,Text entry,Other recommendations,Composite reviews,No specification,In-app execution,Blog,External help/FAQ,No link,Text editor,No abstraction,Create new app,Dummy test data,Control flow present,Composite Tags,Composite categories,Component requirements/prerequisites,Component input(s),Component output(s)/result(s),Component options,Component example usage,Component icons,Component descriptions,Composite properties,Composite creator,Component version,Composite copyright,Component related actions,Composite notes,Composite location,Component categories,Composite icon,Component num uses,Component age,Component num SNS shares,Component num downloads,Component reviews,Component ratings,Component copyright,Component creator,Component icon,Component notes,Component location,Component tags,Component description,Component name,Component num users,Component num ratings,Form element,SNS support,Composite num ratings,Composite version,View example usage,Import component,Composite num users,Review component,Selecting & customising UI,Extension APIs,UI composition,Low learning curve,Medium learning curve,High learning curve,Framework
Plug-in,0.0138888888889,0,0,0.0138888888889,0,0.0138888888889,0.0138888888889,0,0,0,0,0,0.0138888888889,0.0138888888889,0,0.0138888888889,0,0,0.0138888888889,0,0,0.0138888888889,0,0.0138888888889,0,0.0138888888889,0,0,0,0,0,0,0.0138888888889,0.0277777777778,0.0138888888889,0,0.0138888888889,0,0.0138888888889,0.0138888888889,0.0138888888889,0,0,0,0.0138888888889,0,0,0.0138888888889,0.0138888888889,0.0138888888889,0,0,0,0,0,0,0,0.0138888888889,0,0.0138888888889,0,0.0138888888889,0,0,0,0,0.0138888888889,0.0138888888889,0,0.0138888888889,0,0,0,0,0.0138888888889,0,0,0,0,0,0,0,0,0,0,0,0,0.0138888888889,0,0.0138888888889,0.0138888888889,0,0,0,0.0138888888889,0,0,0,0,0,0,0.0277777777778,0,0.0138888888889,0,0,0.0138888888889,0,0.0138888888889,0,0,0.0138888888889,0,0,0,0,0.0138888888889,0,0,0,0,0.0138888888889,0,0,0,0,0.0138888888889,0,0,0,0,0,0,0.0138888888889,0.0138888888889,0,0.0138888888889,0,0,0,0,0.0138888888889,0.0138888888889,0.0138888888889,0.0138888888889,0.0138888888889,0.0138888888889,0.0138888888889,0.0138888888889,0,0,0,0.0138888888889,0.0138888888889,0.0138888888889,0,0,0,0.0138888888889,0,0.0138888888889,0,0,0,0,0,0.0277777777778,0,0,0,0.0138888888889,0.0138888888889,0.0138888888889,0,0,0,0,0.0138888888889,0,0,0,0,0,0,0.0138888888889,0,0,0,0,0,0,0,0.0138888888889,0.0138888888889,0.0138888888889,0,0,0,0.0138888888889,0,0,0.0138888888889,0,0,0.0138888888889,0,0,0,0,0,0,0,0,0,0,0
Platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Webpage/webapp,0.00445434298441,0.00890868596882,0.0022271714922,0.0155902004454,0.00890868596882,0.011135857461,0.011135857461,0,0.0022271714922,0,0,0,0.00668151447661,0.0022271714922,0.0022271714922,0.0133630289532,0,0,0.011135857461,0,0,0.00445434298441,0.0022271714922,0,0.0022271714922,0.00445434298441,0,0.0133630289532,0,0.00890868596882,0,0.011135857461,0.011135857461,0.0022271714922,0.00668151447661,0.00445434298441,0.0022271714922,0.00445434298441,0,0.0022271714922,0.011135857461,0,0,0.00668151447661,0.0022271714922,0.00445434298441,0.011135857461,0.0133630289532,0.0133630289532,0.0155902004454,0.00445434298441,0.0022271714922,0,0.00445434298441,0.0022271714922,0.00445434298441,0.00890868596882,0.0022271714922,0.0022271714922,0,0.0244988864143,0.00445434298441,0.011135857461,0.011135857461,0,0,0.00445434298441,0.00668151447661,0.00890868596882,0.00445434298441,0.0022271714922,0.00890868596882,0,0.00445434298441,0.00668151447661,0,0,0.00890868596882,0.00890868596882,0.00890868596882,0.0022271714922,0,0.0022271714922,0,0,0,0.00668151447661,0.0155902004454,0.0022271714922,0.00445434298441,0.00445434298441,0.00445434298441,0,0,0.00668151447661,0.00668151447661,0.0022271714922,0,0.0022271714922,0,0.011135857461,0.022271714922,0.0022271714922,0,0,0.0133630289532,0.011135857461,0.00890868596882,0,0.0133630289532,0.0133630289532,0,0,0.00445434298441,0.0022271714922,0.0022271714922,0.00445434298441,0.00668151447661,0,0.0022271714922,0.0022271714922,0,0.011135857461,0.00445434298441,0.0022271714922,0.00890868596882,0.00668151447661,0.0022271714922,0.0022271714922,0.0022271714922,0.00668151447661,0.00445434298441,0.0022271714922,0.00668151447661,0.00890868596882,0,0.00890868596882,0.00668151447661,0.00668151447661,0.00668151447661,0.00668151447661,0.00890868596882,0.00445434298441,0.0133630289532,0.0133630289532,0.0133630289532,0.00890868596882,0.00445434298441,0.00668151447661,0,0,0.00445434298441,0,0.0133630289532,0.0022271714922,0.00445434298441,0,0.011135857461,0.011135857461,0.00890868596882,0.0022271714922,0.00890868596882,0.0022271714922,0.00445434298441,0,0.0022271714922,0.022271714922,0.0022271714922,0,0,0.00890868596882,0.00890868596882,0.00890868596882,0.00668151447661,0.00668151447661,0.0022271714922,0.0022271714922,0.00668151447661,0,0,0.0022271714922,0,0,0.00668151447661,0,0,0.0022271714922,0,0,0,0.0022271714922,0,0.0022271714922,0.00445434298441,0,0.0022271714922,0,0.00890868596882,0.0133630289532,0.0022271714922,0.0022271714922,0.00890868596882,0.00668151447661,0,0,0.0022271714922,0.0022271714922,0,0,0,0,0,0.0022271714922,0.0022271714922,0.0022271714922,0
Component repository,0.00353773584906,0.0117924528302,0.00117924528302,0.0153301886792,0.00707547169811,0.0117924528302,0.00825471698113,0,0.00117924528302,0.00117924528302,0.00235849056604,0,0.00707547169811,0.00471698113208,0.00235849056604,0.0129716981132,0,0,0.00825471698113,0.00117924528302,0,0.00707547169811,0.00235849056604,0.00117924528302,0.00117924528302,0.00589622641509,0.00117924528302,0.00825471698113,0,0.0106132075472,0,0.0153301886792,0.0129716981132,0.00943396226415,0.0106132075472,0.00235849056604,0.00471698113208,0.00353773584906,0.00353773584906,0.00471698113208,0.00825471698113,0,0,0.00707547169811,0.00353773584906,0.00235849056604,0.0117924528302,0.0129716981132,0.0141509433962,0.0153301886792,0.00353773584906,0.00235849056604,0,0.00471698113208,0.00235849056604,0.00589622641509,0.00589622641509,0.00235849056604,0.00471698113208,0.00471698113208,0.0106132075472,0.00471698113208,0.00707547169811,0.00943396226415,0,0,0.00707547169811,0.00589622641509,0.00825471698113,0.00471698113208,0.00235849056604,0.0106132075472,0.00117924528302,0.00353773584906,0.00589622641509,0.00117924528302,0,0.00353773584906,0.00353773584906,0.00353773584906,0.00117924528302,0,0.00117924528302,0,0,0,0.00589622641509,0.0141509433962,0.00117924528302,0.00707547169811,0.00471698113208,0.00707547169811,0.00117924528302,0,0.00943396226415,0.00471698113208,0,0,0.00235849056604,0,0.00707547169811,0.0165094339623,0.00825471698113,0.00117924528302,0,0.00589622641509,0.0141509433962,0.00707547169811,0.00825471698113,0.00589622641509,0.00825471698113,0.00589622641509,0,0.00353773584906,0.00235849056604,0.00117924528302,0.00471698113208,0.00353773584906,0,0.00117924528302,0.00471698113208,0.00353773584906,0.00471698113208,0.00235849056604,0,0.00471698113208,0.0106132075472,0.00117924528302,0.00235849056604,0.00117924528302,0.00589622641509,0.00235849056604,0.00117924528302,0.00943396226415,0.0106132075472,0,0.00943396226415,0.00707547169811,0.00589622641509,0.00589622641509,0.00589622641509,0.0117924528302,0.00589622641509,0.0106132075472,0.0129716981132,0.0141509433962,0.0141509433962,0.00471698113208,0.00589622641509,0.00235849056604,0.00117924528302,0.00471698113208,0.00471698113208,0.0117924528302,0.00117924528302,0.00471698113208,0,0.0117924528302,0.0117924528302,0.00825471698113,0.00825471698113,0.00707547169811,0.00117924528302,0.00353773584906,0.00117924528302,0.00117924528302,0.0224056603774,0.00235849056604,0,0.00117924528302,0.00825471698113,0.00825471698113,0.0117924528302,0.00353773584906,0.00589622641509,0.00353773584906,0.00117924528302,0.00707547169811,0.00117924528302,0,0.00235849056604,0,0,0.00825471698113,0.00471698113208,0,0.00117924528302,0,0,0,0.00117924528302,0.00235849056604,0.00353773584906,0.0141509433962,0.00117924528302,0.00235849056604,0,0.00707547169811,0.0153301886792,0.00117924528302,0.00117924528302,0.00707547169811,0.00353773584906,0,0.00117924528302,0.00117924528302,0,0,0,0,0,0.00117924528302,0.00117924528302,0.00117924528302,0.00117924528302,0
Composite repository,0.00205761316872,0.0102880658436,0.00205761316872,0.0144032921811,0.0123456790123,0.0123456790123,0.0082304526749,0,0,0,0,0,0.00411522633745,0.00205761316872,0.00205761316872,0.0123456790123,0,0,0.0082304526749,0,0,0.00205761316872,0,0,0.00205761316872,0.00617283950617,0,0.0123456790123,0,0.0123456790123,0,0.0185185185185,0.0144032921811,0.00205761316872,0.0102880658436,0.00205761316872,0.00205761316872,0.00411522633745,0,0.00205761316872,0.0082304526749,0,0,0.0102880658436,0,0.00205761316872,0.0102880658436,0.0123456790123,0.0123456790123,0.0144032921811,0.00411522633745,0,0,0.0082304526749,0,0.00617283950617,0.0082304526749,0.00205761316872,0.00617283950617,0,0.0144032921811,0.00411522633745,0.0082304526749,0.0082304526749,0,0,0.00617283950617,0.00617283950617,0.0082304526749,0.00411522633745,0.00411522633745,0.0123456790123,0,0.00617283950617,0.00411522633745,0,0,0.00411522633745,0.00411522633745,0.00411522633745,0,0,0.00205761316872,0,0,0,0.0102880658436,0.0144032921811,0.00205761316872,0.00617283950617,0.00411522633745,0.0082304526749,0,0,0.0102880658436,0.00205761316872,0,0,0,0,0.0123456790123,0.0164609053498,0.00617283950617,0,0,0.0082304526749,0.0123456790123,0.0123456790123,0.00411522633745,0.0082304526749,0.0123456790123,0,0,0,0.00411522633745,0.00205761316872,0.00411522633745,0.00411522633745,0,0,0.00617283950617,0,0.00617283950617,0.00411522633745,0,0.0082304526749,0.0102880658436,0.00205761316872,0.00411522633745,0.00205761316872,0.0102880658436,0.00411522633745,0,0.0102880658436,0.0123456790123,0,0.0123456790123,0.0102880658436,0.0102880658436,0.0082304526749,0.0102880658436,0.0144032921811,0.00411522633745,0.0123456790123,0.0123456790123,0.0123456790123,0.0102880658436,0.00411522633745,0.00617283950617,0.00411522633745,0.00205761316872,0.0082304526749,0,0.0102880658436,0,0.00411522633745,0,0.0123456790123,0.0123456790123,0.0123456790123,0.00617283950617,0.00411522633745,0.00205761316872,0.00205761316872,0,0.00205761316872,0.022633744856,0.00411522633745,0,0,0.0082304526749,0.0082304526749,0.0102880658436,0.00617283950617,0.0102880658436,0.00411522633745,0.00205761316872,0.0102880658436,0,0,0.00205761316872,0,0,0.0082304526749,0.00205761316872,0,0.00205761316872,0,0,0,0,0,0.00205761316872,0.0144032921811,0,0,0,0.0082304526749,0.0144032921811,0,0,0.00617283950617,0.00617283950617,0,0,0.00205761316872,0,0,0,0,0,0,0.00205761316872,0.00205761316872,0,0
Ad hoc,0.00220750551876,0.0132450331126,0,0.0154525386313,0.00441501103753,0.0132450331126,0.00662251655629,0,0,0.00220750551876,0.00441501103753,0,0.00883002207506,0.00662251655629,0.00220750551876,0.0132450331126,0,0,0.00883002207506,0.00220750551876,0,0.00883002207506,0.00220750551876,0.00220750551876,0,0.00662251655629,0.00220750551876,0.00441501103753,0,0.0110375275938,0,0.0176600441501,0.0132450331126,0.0154525386313,0.0132450331126,0.00220750551876,0.00662251655629,0.00220750551876,0.00662251655629,0.00662251655629,0.00883002207506,0,0,0.00662251655629,0.00662251655629,0,0.0132450331126,0.0132450331126,0.0154525386313,0.0154525386313,0.00220750551876,0.00441501103753,0,0.00441501103753,0.00220750551876,0.00883002207506,0.00220750551876,0.00220750551876,0.00662251655629,0.00883002207506,0,0.00441501103753,0.00220750551876,0.00662251655629,0,0,0.00883002207506,0.00441501103753,0.00662251655629,0.00441501103753,0.00220750551876,0.0110375275938,0.00220750551876,0.00441501103753,0.00662251655629,0.00220750551876,0,0,0,0,0,0,0,0,0,0,0.00441501103753,0.0132450331126,0,0.00883002207506,0.00441501103753,0.00883002207506,0.00220750551876,0,0.0110375275938,0.00441501103753,0,0,0.00220750551876,0,0.00441501103753,0.0132450331126,0.0132450331126,0.00220750551876,0,0,0.0154525386313,0.00441501103753,0.0154525386313,0,0.00441501103753,0.0110375275938,0,0.00220750551876,0.00220750551876,0,0.00441501103753,0.00220750551876,0,0.00220750551876,0.00662251655629,0.00662251655629,0,0,0,0,0.0132450331126,0,0.00220750551876,0,0.00441501103753,0,0.00220750551876,0.0110375275938,0.0110375275938,0,0.00883002207506,0.00662251655629,0.00441501103753,0.00441501103753,0.00441501103753,0.0132450331126,0.00662251655629,0.00883002207506,0.0132450331126,0.0154525386313,0.0176600441501,0.00441501103753,0.00441501103753,0.00441501103753,0.00220750551876,0.00441501103753,0.00883002207506,0.0110375275938,0.00220750551876,0.00441501103753,0,0.0110375275938,0.0132450331126,0.00662251655629,0.0132450331126,0.00883002207506,0,0.00220750551876,0.00220750551876,0,0.0242825607064,0.00220750551876,0,0.00220750551876,0.00662251655629,0.00662251655629,0.0154525386313,0,0.00441501103753,0.00441501103753,0,0.00662251655629,0.00220750551876,0,0.00220750551876,0,0,0.00883002207506,0.00883002207506,0,0,0,0,0,0,0.00441501103753,0.00441501103753,0.0220750551876,0.00220750551876,0.00220750551876,0,0.00441501103753,0.0176600441501,0,0,0.00883002207506,0,0,0.00220750551876,0,0,0,0,0,0,0.00220750551876,0,0,0,0
Fixed,0.00445434298441,0.00890868596882,0.0022271714922,0.0155902004454,0.00890868596882,0.011135857461,0.011135857461,0,0.0022271714922,0,0,0,0.00668151447661,0.0022271714922,0.0022271714922,0.0133630289532,0,0,0.011135857461,0,0,0.00445434298441,0.0022271714922,0,0.0022271714922,0.00445434298441,0,0.0133630289532,0,0.00890868596882,0,0.011135857461,0.011135857461,0.0022271714922,0.00668151447661,0.00445434298441,0.0022271714922,0.00445434298441,0,0.0022271714922,0.011135857461,0,0,0.00668151447661,0.0022271714922,0.00445434298441,0.011135857461,0.0133630289532,0.0133630289532,0.0155902004454,0.00445434298441,0.0022271714922,0,0.00445434298441,0.0022271714922,0.00445434298441,0.00890868596882,0.0022271714922,0.0022271714922,0,0.0244988864143,0.00445434298441,0.011135857461,0.011135857461,0,0,0.00445434298441,0.00668151447661,0.00890868596882,0.00445434298441,0.0022271714922,0.00890868596882,0,0.00445434298441,0.00668151447661,0,0,0.00890868596882,0.00890868596882,0.00890868596882,0.0022271714922,0,0.0022271714922,0,0,0,0.00668151447661,0.0155902004454,0.0022271714922,0.00445434298441,0.00445434298441,0.00445434298441,0,0,0.00668151447661,0.00668151447661,0.0022271714922,0,0.0022271714922,0,0.011135857461,0.022271714922,0.0022271714922,0,0,0.0133630289532,0.011135857461,0.00890868596882,0,0.0133630289532,0.0133630289532,0,0,0.00445434298441,0.0022271714922,0.0022271714922,0.00445434298441,0.00668151447661,0,0.0022271714922,0.0022271714922,0,0.011135857461,0.00445434298441,0.0022271714922,0.00890868596882,0.00668151447661,0.0022271714922,0.0022271714922,0.0022271714922,0.00668151447661,0.00445434298441,0.0022271714922,0.00668151447661,0.00890868596882,0,0.00890868596882,0.00668151447661,0.00668151447661,0.00668151447661,0.00668151447661,0.00890868596882,0.00445434298441,0.0133630289532,0.0133630289532,0.0133630289532,0.00890868596882,0.00445434298441,0.00668151447661,0,0,0.00445434298441,0,0.0133630289532,0.0022271714922,0.00445434298441,0,0.011135857461,0.011135857461,0.00890868596882,0.0022271714922,0.00890868596882,0.0022271714922,0.00445434298441,0,0.0022271714922,0.022271714922,0.0022271714922,0,0,0.00890868596882,0.00890868596882,0.00890868596882,0.00668151447661,0.00668151447661,0.0022271714922,0.0022271714922,0.00668151447661,0,0,0.0022271714922,0,0,0.00668151447661,0,0,0.0022271714922,0,0,0,0.0022271714922,0,0.0022271714922,0.00445434298441,0,0.0022271714922,0,0.00890868596882,0.0133630289532,0.0022271714922,0.0022271714922,0.00890868596882,0.00668151447661,0,0,0.0022271714922,0.0022271714922,0,0,0,0,0,0.0022271714922,0.0022271714922,0.0022271714922,0
Centralised,0.00337268128162,0.0101180438449,0.00168634064081,0.0151770657673,0.0101180438449,0.0118043844857,0.00843170320405,0,0.00168634064081,0,0,0,0.00505902192243,0.00168634064081,0.00168634064081,0.0134907251265,0,0,0.0118043844857,0,0,0.00337268128162,0.00168634064081,0,0.00168634064081,0.00505902192243,0,0.0134907251265,0,0.0101180438449,0,0.0151770657673,0.0118043844857,0.00168634064081,0.00843170320405,0.00337268128162,0.00168634064081,0.00337268128162,0,0.00168634064081,0.0118043844857,0,0,0.00843170320405,0.00168634064081,0.00337268128162,0.0118043844857,0.0134907251265,0.0134907251265,0.0151770657673,0.00337268128162,0.00168634064081,0,0.00674536256324,0.00168634064081,0.00674536256324,0.00674536256324,0.00168634064081,0.00505902192243,0,0.0185497470489,0.00337268128162,0.0101180438449,0.00843170320405,0,0,0.00505902192243,0.00505902192243,0.00843170320405,0.00337268128162,0.00337268128162,0.0101180438449,0,0.00674536256324,0.00505902192243,0,0,0.00674536256324,0.00674536256324,0.00674536256324,0.00168634064081,0,0.00168634064081,0,0,0,0.00843170320405,0.0151770657673,0.00168634064081,0.00505902192243,0.00337268128162,0.00674536256324,0,0,0.00843170320405,0.00505902192243,0.00168634064081,0,0.00168634064081,0,0.0118043844857,0.0168634064081,0.00505902192243,0,0,0.0101180438449,0.0118043844857,0.0101180438449,0.00337268128162,0.0101180438449,0.0134907251265,0,0,0.00337268128162,0.00337268128162,0.00168634064081,0.00337268128162,0.00505902192243,0,0.00168634064081,0.00505902192243,0,0.00843170320405,0.00337268128162,0.00168634064081,0.00674536256324,0.00843170320405,0.00168634064081,0.00337268128162,0.00168634064081,0.00843170320405,0.00337268128162,0.00168634064081,0.00843170320405,0.0101180438449,0,0.0101180438449,0.00843170320405,0.00843170320405,0.00674536256324,0.00843170320405,0.0118043844857,0.00337268128162,0.0134907251265,0.0134907251265,0.0134907251265,0.0101180438449,0.00337268128162,0.00505902192243,0.00337268128162,0.00168634064081,0.00674536256324,0,0.0118043844857,0.00168634064081,0.00505902192243,0,0.0118043844857,0.0118043844857,0.0101180438449,0.00505902192243,0.0101180438449,0.00168634064081,0.00337268128162,0,0.00168634064081,0.0219224283305,0.00337268128162,0,0,0.00674536256324,0.00674536256324,0.0101180438449,0.00505902192243,0.00843170320405,0.00337268128162,0.00168634064081,0.00843170320405,0,0,0.00168634064081,0,0,0.00674536256324,0.00168634064081,0,0.00168634064081,0,0,0,0.00168634064081,0,0.00168634064081,0.0118043844857,0,0.00168634064081,0,0.00843170320405,0.0151770657673,0.00168634064081,0.00168634064081,0.00843170320405,0.00505902192243,0,0,0.00168634064081,0.00168634064081,0,0,0,0,0,0.00168634064081,0.00168634064081,0.00168634064081,0
Decentralised,0.00323624595469,0.0129449838188,0,0.0161812297735,0,0.0129449838188,0.00970873786408,0,0,0.00323624595469,0.00647249190939,0,0.0129449838188,0.00970873786408,0.00323624595469,0.0129449838188,0,0,0.00647249190939,0.00323624595469,0,0.0129449838188,0.00323624595469,0.00323624595469,0,0.00647249190939,0.00323624595469,0,0,0.00970873786408,0,0.0129449838188,0.0129449838188,0.0226537216828,0.0129449838188,0.00323624595469,0.00970873786408,0.00323624595469,0.00970873786408,0.00970873786408,0.00647249190939,0,0,0.00323624595469,0.00970873786408,0,0.0129449838188,0.0129449838188,0.0161812297735,0.0161812297735,0.00323624595469,0.00647249190939,0,0,0.00323624595469,0.00647249190939,0.00323624595469,0.00323624595469,0.00323624595469,0.0129449838188,0,0.00647249190939,0,0.00970873786408,0,0,0.00970873786408,0.00647249190939,0.00647249190939,0.00647249190939,0,0.00970873786408,0.00323624595469,0,0.00970873786408,0.00323624595469,0,0,0,0,0,0,0,0,0,0,0,0.0129449838188,0,0.00970873786408,0.00647249190939,0.00647249190939,0.00323624595469,0,0.00970873786408,0.00647249190939,0,0,0.00323624595469,0,0,0.0194174757282,0.0129449838188,0.00323624595469,0,0,0.0161812297735,0,0.0161812297735,0,0,0.0161812297735,0,0.00323624595469,0,0,0.00647249190939,0.00323624595469,0,0.00323624595469,0.00323624595469,0.00970873786408,0,0,0,0,0.0129449838188,0,0,0,0,0,0.00323624595469,0.00970873786408,0.00970873786408,0,0.00647249190939,0.00323624595469,0,0.00323624595469,0,0.00970873786408,0.00970873786408,0.00647249190939,0.0129449838188,0.0161812297735,0.0194174757282,0.00647249190939,0.00647249190939,0,0,0,0.0129449838188,0.0129449838188,0.00323624595469,0.00323624595469,0,0.00970873786408,0.0129449838188,0.00323624595469,0.0129449838188,0.00647249190939,0,0.00323624595469,0.00323624595469,0,0.0258899676375,0,0,0.00323624595469,0.00970873786408,0.00970873786408,0.0161812297735,0,0,0.00323624595469,0,0.00323624595469,0.00323624595469,0,0.00323624595469,0,0,0.00970873786408,0.00970873786408,0,0,0,0,0,0,0.00647249190939,0.00647249190939,0.0161812297735,0.00323624595469,0.00323624595469,0,0.00323624595469,0.0161812297735,0,0,0.00970873786408,0,0,0.00323624595469,0,0,0,0,0,0,0.00323624595469,0,0,0,0
Spreadsheet representation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WYSIWYG representation,0.0103092783505,0.020618556701,0,0.020618556701,0,0,0,0,0.0103092783505,0.0103092783505,0.0103092783505,0,0,0,0,0.0103092783505,0,0,0.0103092783505,0.0103092783505,0,0.020618556701,0.0103092783505,0,0,0,0,0.0103092783505,0,0.0103092783505,0,0,0,0.0309278350515,0.0103092783505,0,0.0103092783505,0,0.0103092783505,0.0103092783505,0.0103092783505,0,0,0,0,0.0103092783505,0.020618556701,0.0103092783505,0.020618556701,0.020618556701,0.0103092783505,0,0,0,0.020618556701,0,0,0,0,0.0103092783505,0.020618556701,0,0.020618556701,0.020618556701,0,0,0.0103092783505,0,0.020618556701,0,0,0.0103092783505,0.0103092783505,0,0,0,0,0.0103092783505,0.0103092783505,0.0103092783505,0.0103092783505,0,0,0,0,0,0,0.0103092783505,0,0.0103092783505,0.0103092783505,0,0,0,0,0.020618556701,0,0,0.020618556701,0,0,0,0.0103092783505,0,0,0.0103092783505,0.020618556701,0,0.0103092783505,0.0103092783505,0.0103092783505,0.0103092783505,0,0.0309278350515,0,0,0,0,0,0.0103092783505,0,0,0.0103092783505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0103092783505,0.0103092783505,0.020618556701,0.020618556701,0,0,0,0,0,0,0.020618556701,0,0.020618556701,0,0.0103092783505,0,0.0103092783505,0.0103092783505,0.020618556701,0,0.020618556701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0103092783505,0,0,0.0103092783505,0,0.0103092783505,0,0.0103092783505,0.020618556701,0.0103092783505,0.0103092783505,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0103092783505,0
Textual DSL representation,0,0.0125786163522,0.0062893081761,0.0125786163522,0.0125786163522,0.0125786163522,0.0062893081761,0,0,0,0,0,0,0,0,0.0125786163522,0,0,0.0125786163522,0,0,0,0,0,0,0,0,0.0125786163522,0,0.0125786163522,0,0.0251572327044,0.0062893081761,0,0.0125786163522,0,0,0.0062893081761,0,0,0.0125786163522,0,0,0.0125786163522,0,0.0062893081761,0.0125786163522,0.0125786163522,0.0125786163522,0.0125786163522,0,0,0,0.0062893081761,0,0.0062893081761,0.0062893081761,0,0.0062893081761,0,0.0125786163522,0,0.0062893081761,0.0062893081761,0,0,0,0.0062893081761,0.0062893081761,0,0,0.0125786163522,0,0.0125786163522,0,0,0,0,0,0,0,0,0,0,0,0,0.0125786163522,0.0188679245283,0,0,0,0.0125786163522,0,0,0.0125786163522,0,0,0,0,0,0.0125786163522,0.0125786163522,0.0062893081761,0,0,0.0062893081761,0.0125786163522,0.0125786163522,0.0062893081761,0.0062893081761,0.0125786163522,0,0,0,0.0125786163522,0,0,0.0062893081761,0,0,0.0062893081761,0,0.0062893081761,0,0,0.0062893081761,0.0125786163522,0.0062893081761,0.0125786163522,0,0.0125786163522,0,0,0.0125786163522,0.0125786163522,0,0.0125786163522,0.0125786163522,0.0125786163522,0.0125786163522,0.0125786163522,0.0188679245283,0,0.0125786163522,0.0125786163522,0.0125786163522,0.0125786163522,0,0.0062893081761,0.0062893081761,0.0062893081761,0.0125786163522,0,0,0,0.0062893081761,0,0.0125786163522,0.0125786163522,0.0125786163522,0.0062893081761,0,0,0,0,0,0.0251572327044,0.0062893081761,0,0,0.0062893081761,0.0062893081761,0.0125786163522,0.0062893081761,0.0125786163522,0,0.0062893081761,0.0125786163522,0,0,0.0062893081761,0,0,0.0125786163522,0.0062893081761,0,0,0,0,0,0,0,0,0.0314465408805,0,0,0,0.0062893081761,0.0188679245283,0,0,0.0125786163522,0.0062893081761,0,0,0.0062893081761,0,0,0,0,0,0,0,0,0,0
